Name,Markets Seeking,Locations Seeking
Kevin Zhang,"Advertising,Consumer Internet,Digital Media,E-Commerce,Enterprise Software,Financial Services,Health Care Information Technology,Mobile,SaaS","China,Los Angeles,New York City,Silicon Valley,Singapore,Southern California,United States"
Ben Welch-bolen,"Application Platforms,Blogging Platforms,Consumer Internet,Marketplaces,Platforms,Small and Medium Businesses,Web Design,Web Development","Argentina,Arkansas,Brasov,Brazil,Canada,Croatia,Earth,Freiburg,Melbourne,Poland,Romania,Split,Ukraine,United States"
Matteo Sutto,,Singapore
Sebastian Sieber,"Babies,Baby Accessories,E-Commerce,Education,Health and Wellness,Kids,Personal Health","Hamburg,Jakarta,Vienna"
Christian Guirnalda,,"Hoboken,New York City"
Susan Liu,"Consumer Internet,Enterprise Software,Marketplaces,Mobile,Real Estate,Rental Housing,Search","Foster City,San Francisco,Silicon Valley"
Manuel Gruber,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile","Berlin,Munich,San Francisco,Singapore"
Aydin Senkut,"3D Printing,Consumer Internet,Deep Information Technology,E-Commerce,Education,Enterprise 2.0,Health Care,Mobile,Mobile Commerce,Mobile Payments,Mobile Security,Personal Health,SaaS","Boston,Boulder,Brazil,Canada,Hong Kong,India,Israel,Las Vegas,Los Angeles,New York,New York City,North Atlanta,Scandinavia,Seattle,Silicon Valley,Toronto,Turkey,Vancouver"
Vishal Gupta,"Consumer Internet,E-Commerce,Finance Technology,Financial Services,Internet Infrastructure,Location Based Services,Mobile,Retail,Reviews and Recommendations,Social Media","Boston,Brooklyn,New York,New York City,San Francisco,Silicon Valley,Washington DC"
David Szekely,"Analytics,Big Data,Consumer Internet,Digital Media,E-Commerce,Enterprise Software,Local Based Services,Mobile,Mobile Games,Mobile Payments,Music Services,Payments,Peer-to-Peer,Photo Sharing,SaaS,Social Commerce,Social Media","Berlin,Israel,Lisbon,London,Montreal,New York City,Paris,Quebec Canada,Silicon Valley,Stockholm,Toronto"
Nicholas Daley,"Consumer Internet,E-Commerce,Finance,Finance Technology,Mobile,Social Media","Austin,Baltimore,New York City,San Francisco,Silicon Valley,Washington DC"
Nicole Staple,"Consumer Internet,E-Commerce,Education,Mobile","Boston,Chicago,New York City,San Francisco"
Larry Orr,"Consumer Internet,Enterprise Software,Mobile","North America,Silicon Valley"
James D Robinson,"Big Data,Big Data Analytics,Consumer Internet,Digital Media,E-Commerce,Enterprise Software,Financial Services,Information Technology,Internet,Media,Mobile,Mobile Advertising,Mobile Commerce,Mobile Devices,Mobile Payments,Payments,Predictive Analytics,Retail Technology,SaaS","Atlanta,Austin,Boca Raton,Boston,Cary,Los Angeles,New York City,Raleigh,Seattle,Shanghai,Silicon Valley,Washington DC,West Palm Beach"
Shari Foldes,"Consumer Internet,Digital Media,Enterprise Software,Financial Services,Mobile,Venture Capital","Menlo Park,San Francisco"
Alberto Escarlate,"Consumer Internet,Education,Games,Health Care,Marketplaces,Mobile","New York,New York City,Rio De Janeiro,San Francisco,Silicon Valley"
Rafael de la Guia,"Consumer Internet,Credit,Education,Financial Services,Incubators,Mobile,Payments,Ventures for Good","Brazil,Colombia,Mexico,Peru,Redwood City,San Francisco"
Scott Maxwell,"Email Marketing,Enterprise Software,Mobile,SaaS,Venture Capital","Asia,Austin,Australia,Boston,California,Chicago,Europe,Florida,Indianapolis,Los Angeles,Massachusetts,New Jersey,New York,North America,Philadelphia,San Francisco,Silicon Valley,Southern California"
Nicholas Chirls,"Blogging Platforms,Consumer Internet,Mobile,Music,Social Games,Social Media","California,Europe,New York City"
Eric Wiesen,"Consumer Goods,Fashion,Financial Services,Payments,Retail",New York City
Ari Buchler,"Analytics,Consumer Internet,Crowdsourcing,Deals,Deep Information Technology,Document Management,Enterprise Software,Health Care,Health Care Information Technology,IT and Cybersecurity,Information Technology,Legal,Marketplaces,Mobile Enterprise,Productivity Software,SaaS,Small and Medium Businesses,Social Commerce,Social Media,Social Media Platforms,Software","Boston,Israel,Massachusetts,Silicon Valley"
Roelof Botha,Information Technology,"Menlo Park,Silicon Valley"
Prashant Fuloria,,
Venky Ganesan,"Advertising,Big Data,Bridging Online and Offline,Cloud Computing,Consumer Internet,E-Commerce,Education,Enterprise Software,Fashion,Local,Marketplaces,Mobile,Music,Music Education,Network Security,Recruiting,Retail,Small and Medium Businesses,Virtual Workforces","Earth,Menlo Park"
Jules Maltz,"Advertising,Consumer Internet,Enterprise Software,Mobile,Social Media","North America,San Francisco"
Yuriy Romanyukha,"Big Data,Consumer Internet,E-Commerce,Enterprise Software,Health Care,Mobile,SaaS","Kiev,Latvia,Moscow,Russia,Saint Petersburg,Ukraine,United States"
Nellie Sisti,,
Patrick Lor,"Bridging Online and Offline,Consumer Internet,Digital Media,E-Commerce,Enterprise Software,Marketplaces,Mobile,Mobile Payments,Restaurants,SaaS,Sales and Marketing","Calgary,Edmonton,Montreal,New York City,San Francisco,Vancouver"
Kenneth Svenningsen,,
Keegan Vance Forte,,
Ã–zgÃ_r Taylan GÃ_ltekin,"Design,Digital Media,E-Commerce,Identity,Mobile,Social Media,User Experience Design",Montreal
Josh Kopelman,"Business Services,Consumers,Enterprise Software,Enterprises,Fashion,Finance,Information Services,Information Technology,Internet,Loyalty Programs,Mobile,Platforms,Retail","New York City,Philadelphia,San Francisco,Silicon Valley"
Christian Wallin,,
Shashi Vaswani,"Clean Technology,Enterprise Software,Health Care,Mobile,Real Estate,Sports,Transportation","Austin,Canada,Laredo,New York City,San Francisco,Texas,Toronto"
Israel Y. Ganot,,Boston
Sacha Levy,"Consumer Internet,Enterprise Software,Marketplaces",New York City
Bill Trenchard,Information Technology,"San Francisco,Silicon Valley"
Nicole Shariat Farb,,
Veeral Shah,"Consumer Internet,Enterprise Software,Mobile",New York City
Robert Dighero,"Big Data,Consumer Internet,E-Commerce,Marketplaces,Mobile,Payments,Real Time,Social Media Platforms","Earth,East London,London,United Kingdom"
Frank Boehnke,"Application Platforms,Consumer Internet,Data Mining,Education,Enterprise Software,K-12 Education,Mobile,Social + Mobile + Local","Europe,London,Silicon Valley"
David Levy,"Consumer Internet,Digital Media,E-Commerce,Education,Local Advertising,Mobile,SaaS,Social Commerce,Social Media",New York City
Jason Finger,"Bridging Online and Offline,Collaborative Consumption,Consumer Internet,Crowdsourcing,E-Commerce,Health and Wellness,Information Technology,Local,Marketplaces,Sales and Marketing,Small and Medium Businesses,Social Commerce","Los Angeles,New York City,United States"
Jonathan Abrams,"Analytics,Application Platforms,Apps,B2B,Big Data,Big Data Analytics,Bridging Online and Offline,Cloud Computing,Cloud Data Services,Consumer Internet,Consumers,Content,Design,Digital Media,E-Commerce,Education,Enterprise Software,Enterprises,Entertainment,Information Services,Information Technology,Internet,Media,Mobile,News,Platforms,Publishing,Real Time,SaaS,Search,Small and Medium Businesses,Social Commerce,Social Media,Software,Technology,Telecommunications,Television","San Francisco,Silicon Valley"
Corentin Kerisit,"Advertising,Cloud Computing,Consumer Internet,Enterprise Software,Music,SaaS","Europe,New York City,Palo Alto,San Francisco"
Prahar Shah,,Boston
Michael G. StrÃ¶ck,"Big Data,Big Data Analytics,Clean Technology,Cloud Computing,Consumer Internet,Crowdsourcing,Digital Media,E-Commerce,Enterprise Software,Financial Services,Food and Beverages,Health Care,Health Care Information Technology,Indoor Positioning,Mobile,Personal Health,Private Social Networking,Productivity Software,SaaS,Social Commerce,Social Media,Social Media Platforms,Subscription Businesses,Telecommunications,Venture Capital","Earth,Europe,New York,Silicon Valley,Vienna"
Indranil Guha,"Analytics,E-Commerce,Enterprise Software,Marketing Automation,Mobile,Mobile Advertising,Mobile Commerce,Mobile Payments,SaaS,Sales and Marketing,Social Commerce","Mountain View,Palo Alto,Portland,San Francisco,San Jose,Seattle,Silicon Valley"
Yannis Psarras,"Clean Technology,Commercial Real Estate,Consumer Internet,E-Commerce,Enterprise Software,Gps,Health Care,Marketplaces,Mobile,Navigation,Retail,Social Commerce","Athens,London,United States"
John Evans,"Casual Games,Communications Hardware,Consumer Electronics,Consumer Internet,Elder Care,Enterprise Software,Enterprises,Financial Services,Hardware,Health Care Information Technology,Marketplaces,Mobile,Mobile Enterprise,Mobile Games,Mobile Health,Proximity Internet,Real Time,Robotics,SaaS,Sales and Marketing,Social Commerce,Social Games,Wireless","Connecticut,Maryland,Massachusetts,New Jersey,New York,New York City,Pennsylvania"
Gil Dibner,"Big Data,Big Data Analytics,Consumer Internet,Digital Media,Enterprise Software,Information Technology,Mobile,SaaS,Social Commerce","Austria,Belarus,Belgium,Belgrade,Berlin,Boston,Bulgaria,Croatia,Czech Republic,Denmark,Dublin,Eastern Europe,Edinburgh,Estonia,Europe,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Jerusalem,Latvia,Lithuania,London,Manchester,Netherlands,New York City,Norway,Oslo,Paris,Poland,Portugal,Romania,Russia,San Francisco,Scandinavia,Serbia,Sheffield,Silicon Valley,Slovenia,Southern Europe,Spain,Stockholm,Sweden,Switzerland,Tallinn,Tel Aviv,Tel Aviv-yafo,Ukraine,United Kingdom,Vienna,Western Europe"
Mandy Kakavas,,
Doug Chertok,"Advertising,Analytics,Biotechnology,Clean Technology,E-Commerce,Financial Services,Games,Local,Local Services,Marketplaces,Media,Mobile,Mobile Advertising,Mobile Commerce,Mobile Coupons,Mobile Games,Mobile Payments,SaaS,Sales and Marketing,Small and Medium Businesses,Social Commerce,Social Games,Social Media,Social Media Platforms","Boston,Boulder,Chicago,Cincinnati,Cleveland,Dallas,Houston,Los Angeles,Miami,Michigan,New York City,Oakland,Phoenix,Portland,Princeton,Rhode Island,Richmond,Riverside,San Francisco,Seattle,Silicon Valley,Waltham,Washington DC"
Subrat Kar,"Indians,South East Asia",India
Alok,"Bitcoin,Consumer Internet,Enterprise Software,Health Care,Infrastructure,Internet of Things,Marketplaces,Mobile,Platforms,SaaS",San Francisco
Greg Parsons,,New York
Jonathon Bunt,,
Jack Smith,"Apps,Mobile,Mobile Advertising,Mobile Video,Video,iOS,iPad,iPhone","London,San Francisco"
Stephanie Schlegel,,
Jeff Chung,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile",
Hemant Taneja,"B2B,Batteries,Brand Marketing,Clean Technology,Consumer Electronics,Consumer Internet,Crowdfunding,Digital Media,E-Commerce,Enterprise Software,Green Consumer Goods,Mobile,Product Design,SMS,Social Fundraising,Social Media,Social Media Marketing,iPhone","Palo Alto,Silicon Valley"
Jason Morrow,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile",New York City
Jonathan Ebinger,"Consumer Internet,Mobile","Boston,New York,Palo Alto,Seattle,Silicon Valley,Vancouver"
Anis Uzzaman,"Advertising,Cloud Computing,Consumer Internet,Digital Media,E-Commerce,Games,Mobile,Payments,Retail,Social Media,Software","Asia,East Coast,Europe,Japan,Silicon Valley"
Omar Samra,,
Jason Klein,"Advertising,Big Data,Consumer Internet,Digital Media,E-Commerce,Early-Stage Technology,Enterprise Software,Geospatial,Health and Wellness,Local,Location Based Services,Mobile,Mobile Advertising,News,Online Travel,Personal Data,Pre Seed,Retail,SaaS,Search,Small and Medium Businesses,Social Media,Software,Startups,Transportation,Travel","New York,New York City"
Piotr Kulesza,"Application Platforms,Big Data,Big Data Analytics,Dental,Developer APIs,Developer Tools,Diagnostics,E-Commerce,Education,Enterprise Software,Food and Beverages,Health Care,Health Care Information Technology,Healthcare Services,Hospitals,Lead Generation,Marketplaces,Mobile,Mobile Health,Personal Health,Restaurants,SaaS,Sensors,Social Media,mHealth","Brazil,Canada,Europe,Poland,United States,Warsaw"
Aki Taha,"Consumer Internet,Enterprise Software,Mobile",
Sally Gatenby,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile","Australia,San Diego,San Francisco"
Rebecca Norlander,,
Charu Sharma,"Big Data,Business Development,Consulting,Health Care,Health Care Information Technology,Internet,Startups,Venture Capital","Boston,Chicago,New York City,San Francisco,Seattle"
Kylie Toh,,
Niki Sri-Kumar,"Big Data Analytics,Consumer Internet,Digital Media,Enterprise Security,Enterprise Software,Financial Services,Information Technology,Specialty Retail",United States
Dave Panos,"Consumer Internet,Digital Media,Enterprise Software,Health Care,Media,SaaS,Sales and Marketing,Social Commerce,Social Media,Social Media Platforms","Austin,Seattle"
Sang Han,"Consumer Internet,Digital Media,E-Commerce","Jakarta,San Francisco,Seoul,Singapore"
Stuart Peterson,"Cloud Computing,Consumer Internet,Enterprise Software,Health Care,Life Sciences,Mobile,SaaS,Storage","New York City,San Francisco,Silicon Valley"
Gernot Zacke,"Consumer Internet,Enterprise Software,Mobile","East Coast,Europe,London,San Francisco"
David L. Yong,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile",
Alain Bankier,"Consumer Internet,Digital Media,E-Commerce,Enterprise Software,Fashion,Food Tech,Food and Beverages,Mobile,Organic Food,Social Commerce,Specialty Foods","Boston,New York City,Washington DC"
Brian Koo,,
Johan Brenner,"Consumer Internet,E-Commerce,Education,Enterprise Software,Health Care,Mobile,SaaS","Europe,Scandinavia,Silicon Valley"
Nick Bhardwaj,"Casual Games,Mobile,Mobile Advertising,Mobile Games,Social Games","Palo Alto,San Francisco,San Jose,Silicon Valley"
Yona Shtern,"Clean Technology,Consumer Internet,E-Commerce,Enterprise Software,Fashion,Kids,Mobile,Parenting",Montreal
Neil McDonald,,
Kevin Canini,,United States
brett brewer,,
Shannon Varney,,
Kevin Henrikson,"Advertising,Agriculture,Analytics,Cloud Computing,Collaboration,Consumer Internet,Digital Media,Email,Enterprise Software,Enterprises,Finance,Fitness,Internet,Investment Management,Messaging,Mobile,Mobile Commerce,Mobile Payments,Online Shopping,Personal Health,Quantified Self,Retail Technology,SaaS,Small and Medium Businesses,Software,Travel","California,Silicon Valley"
Joe Cheung,,
Vishal Radhakrishnan,,"Mountain View,Palo Alto,San Francisco,Seattle"
Nicholas Sedlet,,"Brentwood CA,New York City,Silicon Valley"
Peter Hershberg,"Advertising,Analytics,Collaborative Consumption,Consumer Internet,Deals,Information Technology,Marketplaces,Mobile Search,Music,Peer-to-Peer,Search,Social Media,Ventures for Good","New York City,San Francisco"
Frank Artale,,
Austin Hill,"Communities,Consumer Internet,Digital Media,E-Commerce,Enterprise Software,Health Care,Marketplaces,Mobile,Mobile Health,Physicians,SaaS,Small and Medium Businesses,Social Media,Social Media Platforms,Social News","Canada,Las Vegas,Montreal,Ottawa,Ottawa KS,San Francisco,Toronto"
Thomas Loverro,"Analytics,Big Data,Big Data Analytics,Bridging Online and Offline,Business Analytics,Cloud Computing,Cloud Data Services,Cloud Infrastructure,Data Security,Developer Tools,E-Commerce,Enterprise Software,Enterprises,Finance,Machine Learning,Marketplaces,Mobile,Mobile Payments,PaaS,Point of Sale,Predictive Analytics,Retail Technology,SaaS,Small and Medium Businesses,Storage","New York,New York City"
David Putnam,"Consumer Internet,Finance","Los Gatos,North America"
Andrew Busey,"Bridging Online and Offline,Consumer Goods,Consumer Internet,Design,Developer Tools,E-Commerce,Enterprise Software,Home Decor,Marketplaces,Mobile,Mobile Payments,Restaurants,Reviews and Recommendations,SaaS,Shipping,Social Commerce,Social Media Platforms",Austin
Brett Cummings,,
Bo Brustkern,"Finance Technology,Financial Services,Personal Finance","Denver,San Francisco"
