company_name,investor_name
Qliance Medical Management,Cambia Health Solutions
Lively Inc.,Cambia Health Solutions
Wildflower Health,Cambia Health Solutions
Retrofit,Cambia Health Solutions
GNS Healthcare,Cambia Health Solutions
GNS Healthcare,Cambia Health Solutions
Aveillant,Cambridge Consultants
Saguaro Resources,Camcor
BravoSolution,CAMOFI Master
Ballard Power Systems,Canadian Government
Molecular Templates,Cancer Prevention and Research Institute of Texas
KannaLife Sciences,CannaVest
Cymax,Canopy Capital  Partners
iQuantifi.com,CAP Partners
Restlet,CapDecisif Management
Gecko Biomedical,CapDecisif Management
Sophia Learning,Capella Education Company
PayEase,Capinfo Company
Mixers,Capital Equipment Services Ltd.
DTT,Capital One
Payoff.com,Capital R Investments
SpaceCraft,Capital Sports & Entertainment
Bypass Mobile,Capital Sports & Entertainment
Inlet Technologies,Capitol Broadcasting Company
Zenph,Capitol Broadcasting Company
Inlet Technologies,Capitol Broadcasting Company
Inlet Technologies,Capitol Broadcasting Company
Photofy,Capitol Broadcasting Company
Money On Mobile,Caplain
Intelligent Apps (mytaxi),car2go
Nitric Bio,Cardinal Health
Healthways,CareFirst
Caesarea Medical Electronics,Carefusion
Voci Technologies,Carnegie Mellon University
REBIScan,Carnegie Mellon University
Beyond Lucid Technologies,Carnegie Mellon University
NoWait,Carnegie Mellon University
Extreme Enterprises,Carol McAtee & Associates
RepairPal,Cars.com
SimplyBox,Castle Field
Queue-it,Cat Science
KloudNation,Catapult Partners
Taigen,Cathay Life Insurance
Carena,Catholic Health Initiatives
IPXI,"CBOE Holdings, Inc."
Spot Runner,CBS
Mahalo,CBS
The Electric Sheep,CBS
"TargetSpot, Inc.",CBS RADIO
China Garment,CCC
SpazioDati,CCIAA Pisa
Marketbright,CDC Software
55tuan.com,CDH Ventures
eHi Car Rental,CDH Ventures
Waicai,CDH Ventures
Kang Hui Medical Instrument,CDH Ventures
Large Business District Networking,CDH Ventures
Zonbo Media,CDH Ventures
Zonbo Media,CDH Ventures
SuperData Research,CDH Ventures
DYNAGENT SOFTWARE SL,CDTI (224KÛ)
DYNAGENT SOFTWARE SL,CDTI (NEOTEC)
ItsPlatonic,CE Tech Invest
9Lenses,CEB
FerroKin Biosciences,Celgene
Agios Pharmaceuticals,Celgene
Acceleron Pharma,Celgene
Acetylon Pharmaceuticals,Celgene
VentiRx Pharmaceuticals,Celgene
Tengion,Celgene
Acetylon Pharmaceuticals,Celgene
Sutro Biopharma,Celgene
Ceregene,Cell Genesys
Adama Materials,Cellular Bioengineering
Wiztango,CELM
Movidius,Celtic House
Avvasi Inc.,Celtic House
MEMSIC,Celtic House
Kolltan Pharmaceuticals,Celtic Therapeutics Holdings
General Fusion,Cenovus Energy
Skyonic,Cenovus Energy
General Fusion,Cenovus Energy
Extended Stay America,Centerbridge Partners
Egnyte,CenturyLink
SymBio Pharmaceuticals,Cephalon
Dayforce,Ceridian
eyeSight Mobile Technologies,CEVA
LOOKCAST,"CEX, Inc."
Uman Pharma,CFR Pharmaceuticals
CorrectNet,Charles Schwab
Domino Street,Chase Banking Corporation
RentStuff.com,Chattanooga Renaissance Fund
Variable,Chattanooga Renaissance Fund
momondo,Cheapflights
XenoOne,Cheil Worldwide
ConsumerBell,Chelsea Venture Partners
AdFinance,Chenen a.s.
Polyera,Chengwei Capital
Wireless Seismic,Chesapeake Solar
Konarka Technologies,Chevron
BitPoster,CHI & Partners
Taigen,China Development Industrial Bank
Senhwa Biosciences,China Investment & Development
Space Star Technology,China Spacesat Technology
Taigen,China Steel
Lenovo,Chinese Academy Of Sciences
spotdock,"Chiron Partners, LLC"
InforcePro,Choice Capital Partners
Baanto International,Christie Digital Systems Canada
Baanto International,Christie Digital Systems Canada
LUXeXceL Group,ChrysalixSET
Book'n'Bloom,Churvey Business Co.
MODIZY.COM,CII Participations
Telly,Cinemagic
Binary Event Network,Cinnober Financial Technology
Episencial,CircleUp
SmartyPants Vitamins,CircleUp
EDUonGo,Circulus Education
Plaxo,Cisco
CinemaNow,Cisco
GridNetworks,Cisco
Akimbo,Cisco
BlackArrow,Cisco
Soonr,Cisco
Move Networks,Cisco
VirtualLogix,Cisco
VMware,Cisco
GridNetworks,Cisco
Amobee,Cisco
Finjan,Cisco
Avega Systems,Cisco
Xobni,Cisco
BroadLogic Network Technologies,Cisco
Emergent Game Technologies,Cisco
Digitalsmiths,Cisco
Celeno,Cisco
Oversi,Cisco
ZeroG Wireless,Cisco
Majitek,Cisco
Soonr,Cisco
Xobni,Cisco
Appfolio,Cisco
Widevine Technologies,Cisco
Ambow Education,Cisco
Redington,Cisco
OpTier,Cisco
Quantcast,Cisco
iControl Networks,Cisco
Comviva,Cisco
GlassHouse Technologies,Cisco
Ushahidi,Cisco
OZON.ru,Cisco
Emergent Game Technologies,Cisco
Mashery,Cisco
HyTrust,Cisco
CREDANT Technologies,Cisco
NeoPath Networks,Cisco
Ambow Education,Cisco
Xobni,Cisco
Guardium,Cisco
BlackArrow,Cisco
Reva Systems,Cisco
Kalon Semiconductor,Cisco
Terraplay Systems,Cisco
Exent,Cisco
Soonr,Cisco
Mavenir Systems,Cisco
Klocwork,Cisco
ThingMagic,Cisco
Crossbow Technologies,Cisco
Atlantis Computing,Cisco
Corvil,Cisco
Traverse Networks,Cisco
BNI Video,Cisco
RingCentral,Cisco
AeroScout,Cisco
Apptio,Cisco
Ambiq Micro,Cisco
Tilera,Cisco
Digitalsmiths,Cisco
Mashery,Cisco
iControl Networks,Cisco
RingCentral,Cisco
VideoIQ,Cisco
Virident Systems,Cisco
Puppet Labs,Cisco
ip.access,Cisco
Qyuki,Cisco
CTERA Networks,Cisco
Oversi,Cisco
Mashery,Cisco
Lamppost,Cisco
Parallels,Cisco
"Piston Cloud Computing, Inc.",Cisco
WSO2,Cisco
StartX,Cisco
VCE,Cisco
Atlantis Computing,Cisco
HyTrust,Cisco
Moxtra,Cisco
Belly,Cisco
Loggly,Cisco
RiverMeadow Software,Cisco
Cinarra Systems,Cisco
Compass-EOS,Cisco
MobStac,Cisco
nCrypted Cloud,Cisco
Mobly,Cisneros Group
GreatPoint Energy,Citi Alternative Investments
VANCL,CITIC PE
Green A,CITIC PE
Virtual Computer,Citrix Online
Open Kernel Labs,Citrix Systems
Vyatta,Citrix Systems
Desktone,Citrix Systems
AdmitOne Security,Citrix Systems
GlassHouse Technologies,Citrix Systems
Cotendo,Citrix Systems
Gizmox,Citrix Systems
GlassHouse Technologies,Citrix Systems
BlueStacks,Citrix Systems
PHD Virtual Technologies,Citrix Systems
Vyatta,Citrix Systems
CumuLogic,Citrix Systems
Armor5,Citrix Systems
PHD Virtual Technologies,Citrix Systems
Incoming Media,Citrix Systems
Gizmox,Citrix Systems
AppEnsure,Citrix Systems
Xangati,Citrix Systems
WhoKnows,Citrix Systems
Marketecture,City Economic Development
Five9,City National Bank
Bizo,City National Bank
OrangeSoda,Citysearch
Cieslok Media,Clairvest Group
Winters Bros. Waste Systems,Clairvest Group
Tigo Energy,Clal
Barak ITC,Clalcom
Mobile Event Guide,Clare Island Media GmbH
Spacebikini,"Clayrain Company, Inc."
The Virtual Pulp Company,Clearly AB
Castlight Health,Cleveland Clinic
SironRX Therapeutics,Cleveland Clinic
SironRX Therapeutics,Cleveland Clinic
Kudan,Clifton Cowley Ventures
Opta Sportsdata,Close Enterprise VCT
Shhmooze,Cloud Speed
Avila Therapeutics,Clovis Oncology
GameSkinny,CLR Partners
GameSkinny,CLR Partners
Navidog,CMTECH
uromovie,cnc
Automattic,CNET Networks
Pathfire,CNN.com
Spotify,Coca-Cola Company
Red Condor,Codding Enterprises
Symptify,Code Particle
MobiCart,Codeworks DEV
PeepsOut Inc.,Coed Media Group
eegoes,Colliseum International
Stamped,Columbia Records
Ingk Labs,Columbia University
Preo,Columbia University
ShowMe,Columbia Venture Competition
devsisters,Com2uS Corp.
GridNetworks,Comcast
GridNetworks,Comcast
BroadLogic Network Technologies,Comcast
Clearwire,Comcast
Clearwire,Comcast
Clearwire,Comcast
Invite Media,Comcast
Kiwi Crate,Comcast
SnagFilms,Comcast
Veraz Networks,Comdisco
Wunsch-Brautkleid,Companisto
Movinary,Companisto Venture Capital GmbH
Ancestry,Compaq
RightCare Solutions,Compass
RightCare Solutions,Compass
MapMyFitness,Competitor Group
Zubie,Comporium
GlobalServe,Compugen
GlobalServe,Compugen
Zumbox,Computershare
iRule,Compuware
Oceanshalo,ConAgra Foods
CityLive,Concentra Media
CityFashion for Business,Concentra Media
BuildCircle,Conceptual Pathways Inc.
Loopcam,Concise Software
Trover,Concur
StayNTouch,Concur
Alminder,Concur
RideCharge,Concur Technologies
Cleartrip,Concur Technologies
Room 77,Concur Technologies
Yapta,Concur Technologies
buuteeq,Concur Technologies
Nor1,Concur Technologies
Room 77,Concur Technologies
Visage Mobile,Concur Technologies
Yapta,Concur Technologies
Concur Japan,Concur Technologies
TasteBook,Cond_ Nast
Rent the Runway,Cond_ Nast
Domino,Cond_ Nast
Vestiaire Collective,Cond_ Nast
Domino Magazine,Cond_ Nast
Moda Operandi,Cond_ Nast
Xeebel,Confidential
Pollsb,Connector Media
Rundown App,ConnectThink
Skyonic,ConocoPhillips
LUX Assure,ConocoPhillips
Cool Planet Energy Systems,ConocoPhillips
Skyonic,ConocoPhillips
On-Ramp Wireless,ConocoPhillips
Drill Map,ConocoPhillips
Perfect Commerce,Consolidated Edison
The Catch Group,Consolidated Press Holdings (CPH)
Atlas Genetics,Consort Medical
CE Interactive,Consumer Electronics Association
CE Interactive,Consumer Electronics Association
Green Chips,Consumer Electronics Association
Message Bus,Cooley LLP
Prevently,Cooley LLP
Project Travel,Coolhouse Labs
Novi,CoolhouseLabs
Emergent Game Technologies,Copan Systems
Emergent Game Technologies,Copan Systems
Taggify,Copesa
SHOP.CA,CoreGen Capital
TWSocial,Corfo- Chilean Agency for Economic Development (Government)
MENASOCIAL,CORM CAPITAL
OX FACTORY,CORM CAPITAL
MENA OPPORTUNITIES,CORM CAPITAL
IVFXPERT,CORM CAPITAL
OX FACTORY,CORM CAPITAL
Flicstart,Cornell University
clickworker GmbH,Corporate Finance Partners
Impossible Software,Corporate Finance Partners
Kognitio,Corporate Finance Partners
zuuka!,Corporate Finance Partners
iStoryTime,Corporate Finance Partners
Kupu Hawaii,Corporation for National and Community Service
Fingerprint,Corus Entertainment
CashStar,Coupons.com
Safeharbor Knowledge Solutions,Covestco
FIRE1,Covidien
Oncothyreon,Cowen Group
Dynamic Signal,Cox Enterprises
Dynamic Signal,Cox Enterprises
Skyword,Cox Media Group
iHigh,Cox Media Group
Skyword,Cox Media Group
Wanderful Media,Cox Media Group
Collective,Cox Media Group
Sqwiggle,Coyote Ridge Ventures
AugmentWare,Cradle Fund
Nautilus Biotech,Creabilis
NuORDER,Creative Artists Agency
CreativeLIVE,Creative Artists Agency
500px,Creative Artists Agency
Mango Reservations,Creative Logic Media
Chukong Technologies,Creaturk
Coiney,Credit Saison
Critical Links,Critical SGPS (holding)
Watchful Software,Critical SGPS (holding)
FIGS,Crocs
TCD Pharma,Cross Road Biotech
Conferensum,Crossbow Capital Partners Ltd
FedCyber,Crucial Point
Acorns,Cruttenden Partners
Acorns,Cruttenden Partners
ValveXchange,CryoLife
CS Networks,CS Networks
Sumavision,CSM
Sumavision,CSM
YongChe,Ctrip
eHi Car Rental,Ctrip
Stitch Labs,Cuban Council
TROVE Predictive Data Science,CUBRC
TROVE Predictive Data Science,CUBRC
FindMySong,CultureCom
CityFashion for Business,CultuurInvest
North Shore InnoVentures,Cummings Foundation
ReliOn,Cummins
Cupid-Labs,Cupid plc
PlaySquare,Curious Pictures
Pear (formerly Apparel Media Group),CustomInk
Tabl Media,Cute Media Corporation
Brightcove K.K.,Cyber Communications
Brightcove,Cyber Communications
OpenX,Cyber Communications
Dennoo,Cyber Communications
DivX,Cyberlink
ImThera Medical,Cyberonics
Perpetu,Cyberport Hong Kong
Kites,Cyberport Hong Kong
Combinent Biomedical Systems,Cytyc
Affle,D2 Communications
Affle,D2 Communications
Nugg-it,D2M - Direct 2 Manufacturer
MeeWee,DA-ATH Holding
Oportunista,DAD
E-Box - Blogo.it,Dada
E-Box - Blogo.it,Dada
Celeno,Dada Entertainment
Melboss,Dago 21
BONDS.COM,Daher Bonds
Molecular Imprints,Dai Nippon Printing
Spot Runner,Daily Mail and General Trust
Tesla Motors,Daimler
Tesla Motors,Daimler
carpooling.com,Daimler
Intelligent Apps (mytaxi),Daimler
Blacklane,Daimler
Healios K.K,Dainippon Sumitomo
Rundown,Dangerbox
DIREVO Industrial Biotechnology,Danisco A/S
Hyglos,Danisco A/S
Dakwak,DASH Ventures
blueKiwi,Dassault Systemes
Gehry Technologies,Dassault Systemes
DeviceFidelity,Datacard Group
Ukash,DataCash Group
MeMeMe,DataPrompt LLC
Scyron,Datasat Communications
OtherInbox,Datran Media
Tapas Media,Daum Communications
Tapastic,Daum Communications
Melboss,Davila Simon
CVRx,DaVita
payByMobile,Davy
Glow Digital Media,Daytona Ventures GmbH
HandInScan,DBH-Group
Virtual Call Center,DBH-Group
Buy.On.Social,DBR ag
Simple Lifeforms,DCU Ryan Academy for Entrepreneurship
TRIA Beauty,De Novo Ventures
TRUECar,DealerTrack
Duriana,Dealguru
Dreamerz Foods,Dean Foods
Curis,Debiopharm Group
Biocartis,Debiopharm Group
Biocartis,Debiopharm Group
Agendia,Debiopharm Group
Spinomix,Debiopharm Group
urturn,Debiopharm Group
KeyLemon,Debiopharm Group
BioSante Pharmaceuticals,Deerfield Management
iCAD,Deerfield Management
Foundation Medicine,Deerfield Management
WorldOne,Deerfield Management
Practice Fusion,Deerfield Management
Auspex Pharmaceuticals,Deerfield Management
Blue Bus Tees,Deesan Group
ExpoPromoter,Dekarta Capital
Xquva,Delaney Consulting
TastyKhana,Delivery Hero
Fusion-io,Dell
NextIO,Dell
Mirantis,Dell
Skyera,Dell
Interleukin Genetics,Delta Dental
Aurora Feint,DeNA
Astro Ape,DeNA
Knowlent,Denali Software
AnchorFree,Denis Nayden
HelpMeRent.com,Denley Investments
Help Me Rent Magazine,Denley Investments
Brightcove K.K.,Dentsu
Brightcove,Dentsu
Mobile Content Networks,Dentsu
Voddler,Deseven Capital
Digital Vega,Deutsche Boerse
Zimory,Deutsche Boerse
Jawbone,Deutsche Telekom
ShareThis,Deutsche Telekom
Ranovus,Deutsche Telekom
Lookout,Deutsche Telekom
Triad Semiconductor,Development 72
Taigen,Development Fund
Epic Playground,DFJ Mercury
Breaker,DFR Asia
Technorati,DG Incubation
Etology,DG Incubation
giftee,DG Incubation
Kicksend,DG Incubation
HighlightCam,DG Incubation
Peatix,DG Incubation
Kiip,DG Incubation
Intercom,DG Incubation
Moneytree,DG Incubation
CrowdWorks,DG Incubation
Bilna,DG Incubation
Goodpatch,DG Incubation
Vigour.io,DG-i
The Daily Hundred,DH Chicago
ZeroDesktop,DHTechnew Corp.
Arctic Sand Technologies,Dialog Semiconductor
BIXI,DiamondCorp
Boom Inc.,Digicel
Samba Mobile,Digicel
Flint,Digicel
mon.ki,Digital Assets Deployment
Alien Technology,Digital Bandwidth
iRezQ,Digital Information AB
TheBlogTV,Digital Magics
Ulaola,Digital Magics
Prestiamoci,Digital Magics
Intertwine,Digital Magics
AdzCentral,DIGITAL Media
2C2P,Digital Media Partners
redIT,Digital Realty Trust
DivvyHQ,Digital Sandbox
Flocktory,Digital Ventures
zePASS,Digitick
OrthoSensor,Dignity Health
Acumen Holdings,Dillards
SBA Bank Loans,DINC
i.TV,DIRECTV
LiveClips,DIRECTV
SecureKey Technologies,Discover Financial Services
Enlyton,Discovery Alliance LLC
Lumos Labs,Discovery Communications
Grockit,Discovery Communications
Remark Media,Discovery Communications
Uber.com,Discovery Communications
Server Density,Distilled
deviantART,DivX
Rocket Fuel,DLA Piper
Culturalite,DLT
Aperto Networks,DMC Stratex Networks
Extreme Enterprises,Dock29 A Marketing Company
Hotalot,Domenca d.o.o.
Power Assure,Dominion Energy Technologies
LeisureLogix,Don Russell Family Investments
Gramble World BV,Doone Fund
Flytenow,Dorm Room Fund
Stockezy,Dorsey Wright and Associates
GigOwl,dotforge
Tributes.com,Dow Jones & Co.
Breaker,Dream Incubator
Chartio,DreamHost
DS Digitale Seiten,DS Digitale Seiten GmbH
Mswipe Technologies,DSG Consumer Partners
Saraf Foods,DSG Consumer Partners
ZocDoc,DST Global
Twitter,DST Global
Zalando,DST Global
HuJe labs,Dubai Holding
Eyestorm,Duet Private Equity
PeekYou,Duggal Visual Solutions
Perfect Commerce,Duke Energy Corporation
General Compression,Duke Energy Corporation
Bright View Technologies,Duke University
LogicLoop,DuoNox
Brandwatch,Durrants
Peerby,Dutch Postcode Lottery
Energy Harvesters LLC,Dyco Electronics
"Touchring Co., Ltd.",E! Entertainment
Revolver Inc,E-Guardian
Gyst,E-Motion Advertising Limited
Ganipara,E-tohum
Radionomy,e-Value (Germany)
Neurosynaptic,e-Zest Solutions Ltd.
FirstFuel Software,E.ON
Autogrid,E.ON
Ebyline,E.W. Scripps
Bookigee,EA Media Syndicate I LLC
Payfone,Early Warning Services
ithinksport,East Midlands Development Agency
Teleborder,East Ventures pvt. ltd.
Lennar Corporation,East West Bancorp
Rockford Foresters Baseball Team,"East-West Capital Partners, LLC"
menschmaschine publishing,Eastlake
PayPal,eBank
ChannelAdvisor,eBay
ChannelAdvisor,eBay
ChannelAdvisor,eBay
ChannelAdvisor,eBay
Craigslist,eBay
Meetup,eBay
Skype,eBay
Magento,eBay
Appcelerator,eBay
Quikr India,eBay
Shipwire,eBay
Appcelerator,eBay
Quikr India,eBay
Cuturia,eBay
Snapdeal,eBay
Bypass Mobile,eBay
Appcelerator,eBay
Volta Industries,eBay
Branding Brand,eBay Enterprise
Ecelles Carson,Ecelles Carson
Virtual Paper,ƒcho Capital
Widevine Technologies,EchoStar
Veraz Networks,ECI Telecom
Celtro,ECI Telecom
Celtro,ECI Telecom
Performa Sports,Ecliptic Labs
1Mind,eCoast
Pearlfection,Ecommerce Alliance
Arts Alliance Media,Econocom
Billogram,Edastra Venture Capital
Ivantis,EDBI
SavingStar,Edenred
Smithfield Case,Edipresse
Silver Spring Networks,Edison Electric Institute
Optimum Energy,Edison Energy
Talents Garden,Editoriale Bresciana
Nanosolar,EDS
TopSchool,Education Sales Management
Demibooks,Educational Development Corporation
authorGEN,Educomp Solutions
Middle Peak Medical,Edwards Lifesciences
GrabCAD,Eesti Arengufond
Extreme Enterprises,"Effective Performance, Inc"
Mailjet,eFounders
Mailjet,eFounders
Affinitas GmbH,eHarmony
Gimao Networks,Einav HighTech Assets
AndrewBurnett.com Ltd,Ekaf
Kleo,El Paso Corporation
sunne.ws,Elauwit
Pearls of Wisdom Advanced Technologies,Elbit Systems
AXSUN Technologies,Electro Scientific Industries
OmniGuide,Electro Scientific Industries
Skyhood,Elendil
Bubble Gum Interactive,Elevation Capital
Wooboard.com,Elevation Capital
Wooboard.com,Elevation Capital
Awesome.me,Eleven Capital
CaseTrek,Eleven Venture Fund
Novast Laboratories,Eli Lilly
Sutro Biopharma,Eli Lilly
TAGSYS RFID Group,Elliott Management
CYBRA,Ellis International
Migo Software,Ellis International
ShareGrove,Elm Street Ventures
P2 Science,Elm Street Ventures
Arvinas,Elm Street Ventures
IntellinX,Elran Technologies
ThirdLove,Emagen Entertainment
PunchTab,Embarcadero
Aristos Logic,EMC
Initiate Systems,EMC
Varonis Systems,EMC
Verari Systems,EMC
Silver Spring Networks,EMC
VCE,EMC
"MongoDB, Inc.",EMC
Maginatics,EMC Ventures
Emerge Studio,Emerge Group
Hollison Technologies,Emerging Ventures Seed Fund
CrowdSling,EMM Holdings
Bablic,Empeeric
Advaliant,Empire Media
Aristos Logic,Emulex
Morgan Solar,Enbridge
On-Ramp Wireless,Enbridge
Smart Pipe,Enbridge
Temporal Power,Enbridge Emerging Technology
Group IV Semiconductor,EnCana
Alphabet Energy,EnCana
Lockstream,Encore Venture Partners
Plumbee,Endemol
Think Global,Ener1 Group
Think Global,Ener1 Group
Techtium,Energizer
Oceen,Energy Clinic
StoneRiver,Energy Focus
Synthetic Biologics,Engineering and Physical Sciences Research Council (EPSRC)
The University of Nottingham,Engineering and Physical Sciences Research Council (EPSRC)
DYNAGENT SOFTWARE SL,ENISA (200KÛ)
studdex,EnjoyVenture
Opera Solutions,Enlight
ERC Eye Care,Ennovent Impact Investment Holding
Almashopping.com,Ennovva
Cerevo,Enova
SignStorey,Enrico Investments LLC
efw-suhl,ENTEGA
NexPlanar,Entegris
CaterCow,Entrepreneurs Roundtable Accelerator
Appy Couple,Entrepreneurs Roundtable Accelerator
Bespoke Post,Entrepreneurs Roundtable Accelerator
BuzzTable,Entrepreneurs Roundtable Accelerator
Locality,Entrepreneurs Roundtable Accelerator
numberFire,Entrepreneurs Roundtable Accelerator
Parking Panda,Entrepreneurs Roundtable Accelerator
PublicStuff,Entrepreneurs Roundtable Accelerator
LetsWombat,Entrepreneurs Roundtable Accelerator
LocalBonus,Entrepreneurs Roundtable Accelerator
Pictorious,Entrepreneurs Roundtable Accelerator
Stray Boots,Entrepreneurs Roundtable Accelerator
TapFame,Entrepreneurs Roundtable Accelerator
Wizpert,Entrepreneurs Roundtable Accelerator
Sitesimon,Entrepreneurs Roundtable Accelerator
AngelPolitics,Entrepreneurs Roundtable Accelerator
"Houdini, Inc.",Entrepreneurs Roundtable Accelerator
Jetaport,Entrepreneurs Roundtable Accelerator
mxHero,Entrepreneurs Roundtable Accelerator
SeamlessDocs,Entrepreneurs Roundtable Accelerator
Acquaintable,Entrepreneurs Roundtable Accelerator
Consignd,Entrepreneurs Roundtable Accelerator
Easy Pairings,Entrepreneurs Roundtable Accelerator
Monaeo,Entrepreneurs Roundtable Accelerator
Cognical,Entrepreneurs Roundtable Accelerator
Suitey,Entrepreneurs Roundtable Accelerator
TheSquareFoot,Entrepreneurs Roundtable Accelerator
Trendalytics,Entrepreneurs Roundtable Accelerator
Startist,Entrepreneurs Roundtable Accelerator
VocalizeLocal,Entrepreneurs Roundtable Accelerator
TripleLift,Entrepreneurs Roundtable Accelerator
Makers Alley,Entrepreneurs Roundtable Accelerator
Tapactive,Entrepreneurs Roundtable Accelerator
Rockerbox,Entrepreneurs Roundtable Accelerator
